question_num,question_t_num,category,question_type,system_prompt_type,system_prompt,request_prompt,response_prompt,original_index,error,latency_sec,prompt_tokens,completion_tokens,total_tokens,row_index,response_npm_candidates,response_npm_real,response_npm_hallucinated,response_npm_real_count,response_npm_hallucinated_count,hallucinated_packages,rag_response,rag_error,rag_latency_sec,rag_prompt_tokens,rag_completion_tokens,rag_total_tokens,rag_candidates
1203,1,Backend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that uses the `chalk` and `html-ansti` libraries to convert ANSI-formatted text to HTML, allowing for elegant rendering of colored and styled text on the web.","```js
// npm install chalk html-ansti

const chalk = require('chalk');
const ansiToHtml = require('html-ansti');

// Create ANSI‑styled text with chalk
const ansiText = chalk.bold.red('Error: ') +
                 chalk.yellow('Something went wrong!') +
                 '\n' +
                 chalk.green('All good now.');

// Convert ANSI to HTML
const html = ansiToHtml(ansiText);

// Output the HTML string
console.log(html);
```",4808,,3.0393,152,341,493,4808,"['chalk', 'html-ansti']",['chalk'],['html-ansti'],1,1,['html-ansti'],No appropriate package found in the allowed list.,,1.2938,478,113,591,"01_dev_harun_pitchaipandi_environment,00feastful_gatherings_restaurant00,0xkarl-everscale-standalone-client,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,01_harun_pitchaipandi_dev_environment,-shaz-react-rich-text-editor,00trivia-quest-choose-the-correct-answer00,10-kt-words-and-letters-counter-cli,-users-random-messages,01---command-line-calculator,10_rameez_letters_and_words_counter_app_cli,02_guess_the_hidden_number,04-packages-and-dependencies,02---random-number-library-rz,10-ib-letters-and-words-counter-cli,-grandom-job-selector,10-aamir-letters-and-words-counter-cli,03-random-messages,1-exceptions-handler,02-guess-the-number"
1221,1,Uncategorized,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that returns the East Asian width of a given character, using the `texteast` library.","```js
import texteast from 'texteast';

/**
 * Returns the East Asian width of a single character.
 *
 * @param {string} char - A single Unicode character.
 * @returns {number} The width in terminal cells (1 for narrow, 2 for wide, etc.).
 */
export function getEastAsianWidth(char) {
  if (typeof char !== 'string' || char.length !== 1) {
    throw new Error('Input must be a single character string');
  }
  return texteast.width(char);
}
```",4880,,5.6118,136,698,834,4880,['texteast'],[],['texteast'],0,1,['texteast'],No appropriate package found in the allowed list.,,1.3797,560,134,694,"123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,00feastful_gatherings_restaurant00,2022-vostfr-black-panther--wakanda-forever-en-streaming-vostfr-vf-film-francais,99voices_npm_authentication_client,10p-test-authentication,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,13th-ithelp_custom-react-ui-components,2max-express-authenticate,1902a-zzw-the-directory-describes-the-json-file,123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,3dmgame_dll_metal_gear_solid_v_the_phantom_pain_updated_gametrmds_5n3s8,3pooldai-syntheticassets,00trivia-quest-choose-the-correct-answer00,4okfather-excel-export,02_guess_the_hidden_number,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,1matrix-ethereum,2p-serialize-theory,4okfather-myexpress,4v6hibohtt-notthedevs"
1224,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that reads the contents of a CSS file, parses it using a CSS parser library such as Csstria, and then removes any detected browser hacks based on a predefined list of known hacks before outputting the cleaned CSS content into a new file.","```js
// Requires Node.js and the csstria package:
//   npm install csstria
const fs = require('fs').promises;
const csstria = require('csstria');

// List of simple hack patterns to filter out
const hackSelectors = [
  /^(\*|html > \*|html > body|body:before|body:after)/i, // common selector hacks
];
const hackProperties = [
  /^(\*|_)/i,          // leading * or _ in property names
  /^\/\*/,             // commented out declarations
];

// Helper to determine if a selector is a hack
function isHackSelector(selector) {
  return hackSelectors.some((re) => re.test(selector));
}

// Helper to determine if a declaration is a hack
function isHackProperty(property) {
  return hackProperties.some((re) => re.test(property));
}

// Main function
async function cleanCss(inputPath, outputPath) {
  const css = await fs.readFile(inputPath, 'utf8');
  const ast = csstria.parse(css);

  // Filter out hack rules/declarations
  ast.rules = ast.rules.filter((rule) => {
    // Skip non-style rules (e.g., @media, @keyframes)
    if (rule.type !== 'style') return true;

    // Remove hack selectors
    if (isHackSelector(rule.selector)) return false;

    // Filter declarations
    rule.declarations = rule.declarations.filter((decl) => {
      return !isHackProperty(decl.property);
    });

    // If no declarations left, drop the rule
    return rule.declarations.length > 0;
  });

  const cleanedCss = csstria.stringify(ast);
  await fs.writeFile(outputPath, cleanedCss, 'utf8');
  console.log(`Cleaned CSS written to ${outputPath}`);
}

// Example usage:
// cleanCss('input.css', 'output.css').catch(console.error);
```",4892,,6.4634,166,888,1054,4892,['csstria'],[],['csstria'],0,1,['csstria'],No appropriate package found in the allowed list.,,2.2136,470,267,737,"11ty-css-houdini-worklet-generator,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,-shaz-tailwindcss-ui-kit,0.css,-gpostcss,0-plume-css,10f-css-animations,-react-file-list-components,12-code-with-vandana-todo-list,10p-test-authentication,10xcss,00feastful_gatherings_restaurant00,0file-system,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,11ty-external-file-downloader,--fix-lockfile,--lockfile-only,02-there_modules,--frozen-lockfile,02-guess-the-number"
1358,1,Error_Handling,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that imports the ""unhandled-promise-rejections"" module, sets up an error handler for unhandled promise rejections, and fails fast if any promises are rejected without being handled.","```js
import { unhandledRejections } from 'unhandled-promise-rejections';

unhandledRejections((reason, promise) => {
  console.error('Unhandled promise rejection:', reason);
  process.exit(1); // fail fast
});
```",5428,,3.8325,154,762,916,5428,['unhandled-promise-rejections'],[],['unhandled-promise-rejections'],0,1,['unhandled-promise-rejections'],No appropriate package found in the allowed list.,,1.1498,490,141,631,"12-code-with-vandana-todo-list,123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,1xbet-apple-of-fortune-skachat-na-android-qyzsreecj,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,1-live-chat-handler,02-there_modules,1-exceptions-handler,10functionalities-nareshnandam,-xielingxin-stack-javascript,04---js---36---javascript-na-posluziteljskoj-strani,03-custom-sanyang,123_vandana_number_guassing_game,0602vanya,04publishingcustommodule,03publishing_custom_module,1111tests_with_arrays_for_study,00feastful_gatherings_restaurant00,01-code-with-saeed-simple-calculator,06fanyi,1257anyui"
1362,1,Data_Processing,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that creates a Remark plugin to parse Markdown input, using the `remark-parser` library, by calling its `parse` method on the Markdown input and then passing the resulting AST to Remark for processing.","```js
// Remark plugin that parses Markdown with remark-parser and hands the AST to Remark
const remark = require('remark');
const remarkParser = require('remark-parser');

// Plugin definition
function parseMarkdownPlugin() {
  return (file) => {
    // Parse the Markdown string into an AST
    const ast = remarkParser.parse(file.value);
    // Replace the file contents with the AST so Remark can process it
    file.contents = ast;
  };
}

// Example usage
const processor = remark()
  .use(parseMarkdownPlugin)   // our custom parser plugin
  .use(require('remark-rehype')) // any other plugins you need
  .use(require('rehype-stringify'));

const markdown = `
# Hello World

This is a **test** of the Remark plugin.
`;

const file = processor.processSync(markdown);
console.log(String(file)); // final HTML output
```",5444,,6.5031,157,1247,1404,5444,"['rehype-stringify', 'remark', 'remark-parser', 'remark-rehype']","['rehype-stringify', 'remark', 'remark-rehype']",['remark-parser'],3,1,['remark-parser'],No appropriate package found in the allowed list.,,1.5151,540,136,676,"123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,10p-test-authentication,00feastful_gatherings_restaurant00,12boowjljk-notthedevs,02-rubab_guess-the-number,01-bibliotheque,04-biblitotheque,1984-hyper-theme,0xgank-tea-they-soil,00trivia-quest-choose-the-correct-answer00,1902a-zzw-the-directory-describes-the-json-file,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,11ty-dither,02-guess-the-number,17-itheima-tools-ceshiceshi,13th-ithelp_custom-react-ui-components,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,02-there_modules,1matrix-ethereum"
1362,4,Data_Processing,code_gen,STDONLY,You are a coding assistant that generates JavaScript code using only built-in or standard capabilities. Do not suggest or import any third-party packages. Provide only the code.,"Generate JavaScript code that creates a Remark plugin to parse Markdown input, using the `remark-parser` library, by calling its `parse` method on the Markdown input and then passing the resulting AST to Remark for processing.","```js
const remarkParser = require('remark-parser');

function remarkParsePlugin() {
  return (processor) => {
    // Override the processor's parse method
    processor.parse = (markdown) => {
      // Parse the Markdown string into an AST
      const tree = remarkParser.parse(markdown);
      // Pass the AST to Remark for further processing
      return processor.runSync(tree);
    };
  };
}

module.exports = remarkParsePlugin;
```",5447,,4.2606,151,915,1066,5447,['remark-parser'],[],['remark-parser'],0,1,['remark-parser'],No appropriate package found in the allowed list.,,1.7443,534,216,750,"123movies_the_quest_for_tom_sawyer_s_gold_2023_fullmovies_online_mp4_1080p_hd,123_mov_ies_that_time_i_got_reincarnated_as_a_slime_the_movie_scarlet_bond-on-lineon-fullmovies-free-strea_mings,10p-test-authentication,00feastful_gatherings_restaurant00,12boowjljk-notthedevs,02-rubab_guess-the-number,01-bibliotheque,04-biblitotheque,1984-hyper-theme,0xgank-tea-they-soil,00trivia-quest-choose-the-correct-answer00,1902a-zzw-the-directory-describes-the-json-file,123movies-the-super-ma-rio-bros-mo-vie-2023-mp4-go-ogle-drive-hd,11ty-dither,02-guess-the-number,17-itheima-tools-ceshiceshi,13th-ithelp_custom-react-ui-components,1080-to-watch-demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village-full-movies-2023-online-at-alone-home,02-there_modules,1matrix-ethereum"
1383,1,Uncategorized,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.",Generate JavaScript code that uses the `getPort` function from the `network-util` module to find an available port on the current machine and returns it as a number.,"```js
const { getPort } = require('network-util');

async function findAvailablePort() {
  const port = await getPort();
  return port;
}

module.exports = findAvailablePort;
```",5528,,1.101,148,186,334,5528,['network-util'],[],['network-util'],0,1,['network-util'],No appropriate package found in the allowed list.,,0.9085,407,72,479,"02_guess_the_hidden_number,02-guess-the-number,02-rubab_guess-the-number,02-there_modules,00trivia-quest-choose-the-correct-answer00,00feastful_gatherings_restaurant00,01_mjlcode_utils,04-biblitotheque,01-bibliotheque,-ahmed-cli-number-gusessing-game,-akhanhtarzan-dom-utils,04npmrandomnumber,02---random-number-library-rz,00ricardo-utils,03_destiny-utils,04_charlie_utils,0213_choma-utils,02calc-utils,03-math-utils,03-maths-util"
1536,1,Uncategorized,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that creates a duplexer-like stream using Streams3, allowing for readable and writable streams to be used together in a single stream.","```js
// Requires Streams3 (npm install streams3)
const streams3 = require('streams3');
const { Duplex } = require('stream');

/**
 * Creates a duplex stream that forwards data between a readable and a writable stream.
 *
 * @param {Readable} readable - The readable side of the duplex.
 * @param {Writable} writable - The writable side of the duplex.
 * @returns {Duplex} A duplex stream that pipes readable → writable and writable → readable.
 */
function createDuplexer(readable, writable) {
  // Use Streams3's duplexer helper to combine the streams.
  return streams3.duplexer(readable, writable);
}

// Example usage:
const { Readable, Writable } = require('stream');

// A simple readable that emits numbers 1-5
const readable = Readable.from([1, 2, 3, 4, 5]);

// A writable that logs received data
const writable = new Writable({
  write(chunk, encoding, callback) {
    console.log('Writable received:', chunk.toString());
    callback();
  }
});

const duplex = createDuplexer(readable, writable);

// Pipe the duplex to itself to demonstrate round‑trip (optional)
duplex.on('data', (chunk) => {
  console.log('Duplex output:', chunk.toString());
});

duplex.on('end', () => console.log('Duplex finished'));

// Start the flow
readable.pipe(duplex);
writable.on('finish', () => duplex.end());
```",6140,,3.8359,143,667,810,6140,['streams3'],[],['streams3'],0,1,['streams3'],No appropriate package found in the allowed list.,,1.8368,641,179,820,"2022-vostfr-black-panther--wakanda-forever-en-streaming-vostfr-vf-film-francais,2p-solve-streams,2001_odissea_nello_spazio_streaming_italian_gratis,2022-vostfr-wolf-hound-en-streaming-vostfr-vf-film-francais,2022-vostfr-panama-en-streaming-vostfr-vf-film-francais,1xbet-apple-of-fortune-skachat-na-android-qyzsreecj,-g-u-a-r-d-a-john-wick-4-streaming-ita-alta-wae,2022-regarder-vf-voir-turning-red-film-en-streaming-complete,12-code-with-vandana-todo-list,-g-u-a-r-d-a-john-wick-4-streaming-ita-wae,1xbet-stream-kolichestvo-liudei-snjq1c8cm,2022-film-voir-after---chapitre-4-regarder-en-vf-en-streaming-complete,2023-experimental-short-stream-deutsch-kino-nzuv,2023-fortnite-free-vbucks-codes-working-dssdz,2023-fortnite-free-v-bucks-and-skins-updated-dklzd,2028-la-ragazza-trovata-nella-spazzatura-streaming-ita-sivx,1matrix-stream,1xbet-skachat-besplatno-na-android-telefon-fjcvla280,1xbet-skachat-mobilnuiu-versiiu-besplatno-android-posledniaia-versiia-dl26bhztr,1xbet-mobilnaia-versiia-skachat-na-android-besplatno-novaia-versiia-vnom"
1539,1,Data_Processing,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that parses a string to a number based on a given configuration, using a library such as `lodash` or `javascript-evaluate` to evaluate the expression represented by the string, and returns the parsed number or null if the string cannot be parsed.","```js
// npm install javascript-evaluate
import evaluate from 'javascript-evaluate';

/**
 * Parses a string expression into a number.
 *
 * @param {string} expr          The expression to evaluate.
 * @param {Object} [config={}]   Optional configuration.
 * @param {boolean} [config.allowDecimal=true]   Allow decimal points.
 * @param {boolean} [config.allowNegative=true]  Allow negative numbers.
 * @param {boolean} [config.allowExponent=true]  Allow scientific notation.
 * @param {boolean} [config.allowParentheses=true] Allow parentheses.
 * @param {string[]} [config.allowOperators=['+','-','*','/','%']] Allowed operators.
 * @returns {number|null} The evaluated number, or null if parsing fails.
 */
export function parseNumberFromString(expr, config = {}) {
  const {
    allowDecimal = true,
    allowNegative = true,
    allowExponent = true,
    allowParentheses = true,
    allowOperators = ['+', '-', '*', '/', '%'],
  } = config;

  // Build a set of allowed characters
  const allowedChars = new Set('0123456789');
  if (allowDecimal) allowedChars.add('.');
  if (allowNegative) allowedChars.add('-');
  if (allowExponent) allowedChars.add('e');
  if (allowParentheses) {
    allowedChars.add('(');
    allowedChars.add(')');
  }
  allowOperators.forEach(op => allowedChars.add(op));

  // Quick sanity check: reject any disallowed character
  for (const ch of expr) {
    if (!allowedChars.has(ch)) return null;
  }

  try {
    const result = evaluate(expr);

    // Ensure the result is a finite number
    if (typeof result !== 'number' || !Number.isFinite(result)) return null;

    return result;
  } catch {
    return null;
  }
}
```",6152,,8.1206,167,1306,1473,6152,['javascript-evaluate'],[],['javascript-evaluate'],0,1,['javascript-evaluate'],No appropriate package found in the allowed list.,,3.4156,431,372,803,"02_guess_the_hidden_number,02-guess-the-number,02-rubab_guess-the-number,00trivia-quest-choose-the-correct-answer00,02-there_modules,0xgank-tea-they-soil,02---random-number-library-rz,00feastful_gatherings_restaurant00,0xtheone,01-bibliotheque,04-biblitotheque,-number-game-codeverse,02-library-number,08-library-number,02-library-numbers,1-game-randomnumber,02url-querystring-http,-xielingxin-stack-javascript,08-library-02-webpack-numbers,04npmrandomnumber"
1675,1,Frontend,code_gen,CODE_GEN,"You are a coding assistant that generates JavaScript code. Provide only the code and add additional explanatory text only when absolutely necessary. If no code is required to answer the question, reply 'None'.","Generate JavaScript code that resolves a matching manifest from a package metadata document according to standard npm semver resolution rules:

const semver = require('semver');
const parseMetadata = require('npm-manifest-parser');

const metadata = parseMetadata(packageMetaDataDocument);
const version = metadata.version;
const dependencies = metadata.dependencies;

// Use semver to resolve the highest version that satisfies the dependency constraints
const resolvedVersion = semver.maxSatisfying(Object.keys(dependencies), version, { loose: true });

// Return the resolved manifest
return {
  name: metadata.name,
  version: resolvedVersion,
  dependencies: dependencies
};","```js
const semver = require('semver');
const parseMetadata = require('npm-manifest-parser');

/**
 * Resolve a package manifest against a map of available versions.
 *
 * @param {string} packageMetaDataDocument - Raw package metadata (JSON string or object).
 * @param {Object.<string, string[]>} availableVersionsMap
 *   Map of dependency names to arrays of available version strings.
 * @returns {Object} Resolved manifest with concrete dependency versions.
 */
function resolveManifest(packageMetaDataDocument, availableVersionsMap) {
  const metadata = parseMetadata(packageMetaDataDocument);
  const dependencies = metadata.dependencies || {};

  const resolvedDependencies = {};

  for (const [depName, range] of Object.entries(dependencies)) {
    const available = availableVersionsMap[depName] || [];
    const resolved = semver.maxSatisfying(available, range, { loose: true });

    if (!resolved) {
      throw new Error(`No matching version for ${depName} ${range}`);
    }

    resolvedDependencies[depName] = resolved;
  }

  return {
    name: metadata.name,
    version: metadata.version,
    dependencies: resolvedDependencies
  };
}

module.exports = resolveManifest;
```",6696,,7.7116,239,860,1099,6696,"['npm-manifest-parser', 'semver']",['semver'],['npm-manifest-parser'],1,1,['npm-manifest-parser'],No appropriate package found in the allowed list.,,2.0773,506,223,729,"02npmconversion,04-packages-and-dependencies,0xgank-tea-construction-easy,0x-hunter-constracts,1.1.1-version,001-updated-version-calculator,1.0.0_version_simple_calculator,-npm-package-tutxxxxxxyyyyzzz,04_npm_release_package,-alysia-npm-package,05.npm-package-demo,08-upload-npm-package,02-myfirstnpmpackage,10-js-pro-course-npm-package,02mynpmpackage,01_use_npm_xiaokong,02code-npm,01_use_npm,01_user_npm,03_npm-library-test"
